Instrument,Total Debt,Accounts Payable (CF),Inventories (CF),Retained Earnings (Accumulated Deficit),Net Debt Incl. Pref.Stock & Min.Interest,Total Current Assets,Total Liabilities,Total Equity,Tangible Book Value - Banks,Tangible Book Value - Insurance,"Net Income/Starting Line, Cumulative",Tangible Book Value - Reported,Cash and Short Term Investments,Market Value for Company,Tangible Book Value Per Share,Net Sales,Operating Income,Tangible Book Value - Utility,"Total Assets, Reported",Total Current Liabilities,Year
843494,0.0,6000.0,0.0,-198000.0,-1775000.0,4065000.0,3513000.0,1158000.0,1158000.0,1158000.0,323000.0,1158000.0,1775000.0,3440000.0,0.13458,2632000.0,114000.0,1158000.0,4671000.0,3157000.0,2002
843494,0.0,16000.0,-107000.0,-322000.0,-1530000.0,3103000.0,3340000.0,1070000.0,1070000.0,1070000.0,-124000.0,1070000.0,1530000.0,13310000.0,0.12297,3099000.0,-197000.0,1070000.0,4410000.0,1858000.0,2003
843494,0.0,-10000.0,74000.0,-1611000.0,-997000.0,1993000.0,2663000.0,44000.0,44000.0,44000.0,-1289000.0,44000.0,997000.0,10090000.0,0.0049,1578000.0,-1154000.0,44000.0,2705000.0,1118000.0,2004
843494,0.0,110000.0,15000.0,-5233000.0,-5696000.0,6638000.0,2577000.0,4611000.0,4611000.0,4611000.0,-3622000.0,4611000.0,5696000.0,71050000.0,0.3799,1515000.0,-3643000.0,4611000.0,7187000.0,1123000.0,2005
843494,15805000.0,2783000.0,-158000.0,0.0,15773000.0,17326000.0,29866000.0,-5831000.0,-5831000.0,-5831000.0,-3989000.0,-5831000.0,32000.0,40890000.0,-0.48042,69861000.0,-2550000.0,-5831000.0,24037000.0,22318000.0,2006
843964,13492000.0,0.0,-4852000.0,0.0,12377000.0,0.0,23822000.0,9409000.0,9409000.0,9409000.0,-6084000.0,9409000.0,1115000.0,45250000.0,4.39262,6231000.0,-7122000.0,9409000.0,33231000.0,0.0,2000
843964,32770000.0,0.0,-20285000.0,0.0,32540000.0,0.0,51604000.0,5652000.0,5652000.0,5652000.0,-3757000.0,5652000.0,230000.0,40160000.0,2.63866,11548000.0,-5144000.0,5652000.0,57256000.0,0.0,2001
843964,14675000.0,0.0,13909000.0,0.0,14552000.0,0.0,32088000.0,15496000.0,15469000.0,15469000.0,9844000.0,15469000.0,150000.0,32450000.0,7.2217600000000015,61009000.0,8166000.0,15469000.0,47584000.0,0.0,2002
843964,7024000.0,0.0,9507000.0,0.0,7002000.0,0.0,18360000.0,20060000.0,19979000.0,19979000.0,5358000.0,19979000.0,103000.0,11670000.0,9.53652,30471000.0,4107000.0,19979000.0,38420000.0,0.0,2003
843964,8282000.0,0.0,3176000.0,0.0,7643000.0,0.0,19893000.0,18962000.0,18892000.0,18892000.0,-1058000.0,18892000.0,709000.0,14780000.0,9.03059,6766000.0,-2520000.0,18892000.0,38855000.0,0.0,2004
844985,1150000.0,0.0,588000.0,-85580000.0,7944000.0,1033000.0,7654000.0,-6550000.0,-13363000.0,-13363000.0,-8975000.0,-13363000.0,7000.0,27370000.0,-33.35746,2126000.0,-8327000.0,-13363000.0,1104000.0,7254000.0,2010
844985,1898000.0,0.0,172000.0,-91329000.0,8765000.0,923000.0,7947000.0,-6959000.0,-13991000.0,-13991000.0,-5749000.0,-13991000.0,165000.0,39040000.0,-14.31216,1446000.0,-4829000.0,-13991000.0,988000.0,7947000.0,2011
844985,0.0,0.0,-276000.0,-102252000.0,3312000.0,4789000.0,5259000.0,-86000.0,-7023000.0,-7023000.0,-10923000.0,-7023000.0,3625000.0,7100000.0,-3.5889900000000003,4623000.0,-12989000.0,-7023000.0,5173000.0,5259000.0,2012
844985,334000.0,0.0,-242000.0,-108373000.0,7870000.0,1951000.0,5176000.0,-2868000.0,-10965000.0,-10965000.0,-6121000.0,-10965000.0,561000.0,12480000.0,-5.56367,6663000.0,-4392000.0,-10965000.0,2308000.0,5176000.0,2013
844985,2251000.0,0.0,190000.0,-116328000.0,5306000.0,1104000.0,8875000.0,-6190000.0,-9846000.0,-9846000.0,-7955000.0,-9846000.0,243000.0,6970000.0,-2.71253,2801000.0,-4722000.0,-9846000.0,2685000.0,8110000.0,2014
845818,4267000.0,-2390000.0,-3257000.0,-22546000.0,-21270000.0,58144000.0,14921000.0,69245000.0,59256000.0,59256000.0,-3395000.0,59256000.0,25537000.0,698420000.0,2.54773,82935000.0,-7460000.0,59256000.0,84166000.0,10815000.0,2000
845818,4355000.0,4720000.0,-1176000.0,-14937000.0,-49080000.0,87761000.0,26064000.0,85935000.0,75368000.0,75368000.0,7609000.0,75368000.0,53435000.0,564710000.0,2.9584,129666000.0,10988000.0,75368000.0,111999000.0,21814000.0,2001
845818,0.0,3958000.0,-4031000.0,-8156000.0,-49560000.0,93756000.0,22874000.0,108387000.0,89105000.0,89105000.0,6781000.0,89105000.0,49560000.0,315090000.0,3.22286,128044000.0,3794000.0,89105000.0,131261000.0,22874000.0,2002
845818,1610000.0,-8628000.0,37000.0,-8584000.0,-32314000.0,75603000.0,21548000.0,103614000.0,75678000.0,75678000.0,-428000.0,75678000.0,33924000.0,266350000.0,2.75075,131979000.0,-1758000.0,75678000.0,125162000.0,20398000.0,2003
845818,1151000.0,4629000.0,3748000.0,-2043000.0,-42231000.0,92213000.0,30546000.0,114710000.0,83065000.0,83065000.0,6541000.0,83065000.0,43382000.0,233020000.0,2.96431,124855000.0,8899000.0,83065000.0,145256000.0,26012000.0,2004
845818,660000.0,-4832000.0,443000.0,-49774000.0,-33114000.0,70174000.0,25781000.0,66923000.0,55658000.0,55658000.0,-47731000.0,55658000.0,33774000.0,178710000.0,1.98035,93937000.0,-4830000.0,55658000.0,92704000.0,25645000.0,2005
845818,18553000.0,5691000.0,-5563000.0,-45586000.0,3486000.0,61833000.0,56447000.0,73307000.0,14007000.0,14007000.0,4188000.0,14007000.0,15067000.0,363350000.0,0.47771,134874000.0,2648000.0,14007000.0,129754000.0,42647000.0,2006
845818,18462000.0,-1843000.0,520000.0,-40024000.0,821000.0,65580000.0,58072000.0,84433000.0,17408000.0,17408000.0,5562000.0,17408000.0,17641000.0,322000000.0,0.57844,172042000.0,7601000.0,17408000.0,142505000.0,42758000.0,2007
845818,34823000.0,2305000.0,-8330000.0,-21667000.0,19103000.0,88044000.0,82684000.0,115971000.0,25557000.0,25557000.0,18357000.0,25557000.0,15720000.0,532820000.0,0.82645,222310000.0,11053000.0,25557000.0,198655000.0,58388000.0,2008
845818,21938000.0,5374000.0,-3861000.0,-10711000.0,-8002000.0,113629000.0,80003000.0,141956000.0,51689000.0,51689000.0,11843000.0,51689000.0,29940000.0,109320000.0,1.61856,253198000.0,23276000.0,51689000.0,221959000.0,61909000.0,2009
845818,100578000.0,-10883000.0,2767000.0,317000.0,84128000.0,102922000.0,163211000.0,140331000.0,-35804000.0,-35804000.0,11028000.0,-35804000.0,16450000.0,342550000.0,-1.1017,301576000.0,22314000.0,-35804000.0,303542000.0,61344000.0,2010
845818,64044000.0,-700000.0,2643000.0,-9081000.0,48523000.0,97975000.0,135254000.0,153343000.0,-8714000.0,-8714000.0,-9398000.0,-8714000.0,15521000.0,763970000.0,-0.26216,287468000.0,-328000.0,-8714000.0,288597000.0,69185000.0,2011
845818,15319000.0,-976000.0,-6420000.0,12742000.0,-59707000.0,172312000.0,101365000.0,266338000.0,106554000.0,106554000.0,21823000.0,106554000.0,75026000.0,1139720000.0,2.7002200000000003,346414000.0,31850000.0,106554000.0,367703000.0,75906000.0,2012
845818,15319000.0,-976000.0,-6420000.0,12742000.0,-59707000.0,172312000.0,101365000.0,266338000.0,106554000.0,106554000.0,21823000.0,106554000.0,75026000.0,1139720000.0,2.7002200000000003,346414000.0,31850000.0,106554000.0,367703000.0,75906000.0,2013
845818,15319000.0,-976000.0,-6420000.0,12742000.0,-59707000.0,172312000.0,101365000.0,266338000.0,106554000.0,106554000.0,21823000.0,106554000.0,75026000.0,1139720000.0,2.7002200000000003,346414000.0,31850000.0,106554000.0,367703000.0,75906000.0,2014
845818,15319000.0,-976000.0,-6420000.0,12742000.0,-59707000.0,172312000.0,101365000.0,266338000.0,106554000.0,106554000.0,21823000.0,106554000.0,75026000.0,1139720000.0,2.7002200000000003,346414000.0,31850000.0,106554000.0,367703000.0,75906000.0,2015
845818,15319000.0,-976000.0,-6420000.0,12742000.0,-59707000.0,172312000.0,101365000.0,266338000.0,106554000.0,106554000.0,21823000.0,106554000.0,75026000.0,1139720000.0,2.7002200000000003,346414000.0,31850000.0,106554000.0,367703000.0,75906000.0,2016
845818,15319000.0,-976000.0,-6420000.0,12742000.0,-59707000.0,172312000.0,101365000.0,266338000.0,106554000.0,106554000.0,21823000.0,106554000.0,75026000.0,1139720000.0,2.7002200000000003,346414000.0,31850000.0,106554000.0,367703000.0,75906000.0,2017
845879,42000.0,362000.0,0.0,-1002000.0,41000.0,1000.0,417000.0,-416000.0,-416000.0,-416000.0,-410000.0,-416000.0,1000.0,0.0,-0.11258,0.0,-411000.0,-416000.0,1000.0,417000.0,2003
845879,0.0,338000.0,0.0,-1347000.0,0.0,178500.0,77000.0,-77000.0,-77000.0,-77000.0,-345000.0,-77000.0,500.0,0.0,-0.01765,2352000.0,0.0,-77000.0,0.0,77000.0,2004
845879,406000.0,338000.0,0.0,-4007000.0,407000.0,356000.0,2623000.0,-2170000.0,-2171000.0,-2171000.0,-2420000.0,-2171000.0,0.0,0.0,-0.44645,4704000.0,-2456000.0,-2171000.0,453000.0,2358000.0,2005
845879,5422000.0,338000.0,-681000.0,-4806000.0,4337000.0,7098000.0,11569000.0,711000.0,-3394000.0,-3394000.0,-799000.0,-3394000.0,1086000.0,0.0,-0.42592,7483000.0,-633000.0,-3394000.0,12279000.0,11294000.0,2006
845879,26100000.0,338000.0,364000.0,-6235000.0,24747000.0,17867000.0,50439000.0,8262000.0,-18574000.0,-18574000.0,-1429000.0,-18574000.0,1355000.0,0.0,-1.08812,48571000.0,467000.0,-18574000.0,58700000.0,44453000.0,2007
846876,17365000.0,-4628000.0,-5773000.0,-17698000.0,14873000.0,39545000.0,26859000.0,79985000.0,75627000.0,75627000.0,-3816000.0,75627000.0,2492000.0,157320000.0,2.21677,102303000.0,-2617000.0,75627000.0,106844000.0,12804000.0,2003
846876,16707000.0,1264000.0,3391000.0,-25978000.0,-856000.0,44940000.0,30030000.0,71766000.0,67357000.0,67357000.0,-8280000.0,67357000.0,17563000.0,246520000.0,1.9738,83453000.0,-7429000.0,67357000.0,101796000.0,16368000.0,2004
846876,14464000.0,1419000.0,-639000.0,-17881000.0,-13732000.0,56536000.0,26345000.0,80183000.0,76764000.0,76764000.0,8097000.0,76764000.0,28196000.0,338920000.0,2.24442,87232000.0,6835000.0,76764000.0,106528000.0,14024000.0,2005
846876,41822000.0,-4633000.0,-4939000.0,-14016000.0,33083000.0,93413000.0,81916000.0,89402000.0,60054000.0,60054000.0,3865000.0,60054000.0,8739000.0,319620000.0,1.7208900000000005,118576000.0,9123000.0,60054000.0,171318000.0,52296000.0,2006
846876,35643000.0,7516000.0,-7707000.0,-7930000.0,30028000.0,100961000.0,82854000.0,98633000.0,64241000.0,64241000.0,6086000.0,64241000.0,5615000.0,226700000.0,1.81646,255344000.0,13479000.0,64241000.0,181487000.0,59569000.0,2007
846876,37572000.0,9220000.0,3155000.0,1814000.0,28123000.0,118740000.0,86777000.0,111237000.0,82216000.0,82216000.0,9744000.0,82216000.0,9449000.0,187110000.0,2.3054,258936000.0,5309000.0,82216000.0,198014000.0,71242000.0,2008
846876,35535000.0,-8736000.0,-2082000.0,-10390000.0,22977000.0,126685000.0,85935000.0,106892000.0,81792000.0,81792000.0,-12204000.0,81792000.0,12558000.0,117600000.0,2.23686,246573000.0,-12990000.0,81792000.0,192827000.0,77435000.0,2009
846876,16489000.0,-5336000.0,7049000.0,-9866000.0,11751000.0,97110000.0,54982000.0,102531000.0,79243000.0,79243000.0,524000.0,79243000.0,4738000.0,78440000.0,2.16291,193252000.0,4972000.0,79243000.0,157513000.0,54812000.0,2010
846876,17910000.0,-2083000.0,6621000.0,-59715000.0,12067000.0,74291000.0,47687000.0,56848000.0,52532000.0,52532000.0,-49849000.0,52532000.0,5843000.0,81590000.0,1.42538,134458000.0,-31386000.0,52532000.0,104535000.0,47546000.0,2011
846876,10252000.0,-112000.0,-557000.0,-70338000.0,6087000.0,53564000.0,31347000.0,49178000.0,44430000.0,44430000.0,-10623000.0,44430000.0,4165000.0,20180000.0,1.20269,128577000.0,-6806000.0,44430000.0,80525000.0,31252000.0,2012
846876,13757000.0,-2870000.0,3063000.0,-82766000.0,11218000.0,45338000.0,30597000.0,39216000.0,34215000.0,34215000.0,-12428000.0,34215000.0,2539000.0,18530000.0,0.91496,120005000.0,-10122000.0,34215000.0,69813000.0,30566000.0,2013
846876,13757000.0,-2870000.0,3063000.0,-82766000.0,11218000.0,45338000.0,30597000.0,39216000.0,34215000.0,34215000.0,-12428000.0,34215000.0,2539000.0,18530000.0,0.91496,120005000.0,-10122000.0,34215000.0,69813000.0,30566000.0,2014
847555,0.0,107000.0,-19000.0,-49368000.0,-6072000.0,6578000.0,1184000.0,5598000.0,5596000.0,5596000.0,-3927000.0,5596000.0,6074000.0,6100000.0,31.52676,1303000.0,-3953000.0,5596000.0,6782000.0,1184000.0,2001
847555,2941000.0,225000.0,1000.0,-74295000.0,2862000.0,255000.0,5388000.0,-4763000.0,-4790000.0,-4790000.0,-14138000.0,-4790000.0,79000.0,5690000.0,-15.69977,402000.0,-13741000.0,-4790000.0,625000.0,3882000.0,2002
847555,2941000.0,225000.0,1000.0,-74295000.0,2862000.0,255000.0,5388000.0,-4763000.0,-4790000.0,-4790000.0,-14138000.0,-4790000.0,79000.0,74310000.0,-15.69977,402000.0,-13741000.0,-4790000.0,625000.0,3882000.0,2003
847555,0.0,-466000.0,-15000.0,-85249000.0,-7447000.0,8419000.0,1355000.0,7263000.0,7263000.0,7263000.0,-6223000.0,7263000.0,7447000.0,72460000.0,5.55615,2006000.0,-6489000.0,7263000.0,8618000.0,1355000.0,2004
847555,0.0,-323000.0,-163000.0,-95985000.0,-7099000.0,8458000.0,1747000.0,11101000.0,7333000.0,7333000.0,-10736000.0,7333000.0,7099000.0,215770000.0,3.9041,2015000.0,-10787000.0,7333000.0,12848000.0,1747000.0,2005
847555,1250000.0,-864000.0,46000.0,-114089000.0,-20967000.0,25660000.0,7027000.0,139195000.0,19786000.0,19786000.0,-15937000.0,19786000.0,22217000.0,70220000.0,3.72636,6398000.0,-17838000.0,19786000.0,146222000.0,6399000.0,2006
847555,1250000.0,-461000.0,109000.0,-161185000.0,-13967000.0,17313000.0,5683000.0,108419000.0,12648000.0,12648000.0,-47037000.0,12648000.0,15217000.0,11200000.0,2.13459,7116000.0,-48009000.0,12648000.0,114102000.0,5543000.0,2007
849146,0.0,1000.0,0.0,-340000.0,-40000.0,40000.0,1000.0,39000.0,39000.0,39000.0,-16000.0,39000.0,40000.0,660000.0,0.27997,0.0,-16000.0,39000.0,40000.0,1000.0,2003
849146,0.0,-1000.0,0.0,-349000.0,-37000.0,37000.0,1000.0,36000.0,36000.0,36000.0,-9000.0,36000.0,37000.0,810000.0,0.2546,0.0,-10000.0,36000.0,37000.0,1000.0,2004
849146,10000.0,314000.0,0.0,-364000.0,10000.0,0.0,16000.0,20000.0,20000.0,20000.0,-3000.0,20000.0,0.0,45030000.0,0.00855,0.0,-3000.0,20000.0,36000.0,16000.0,2005
849146,0.0,629000.0,-220000.0,-6276000.0,-4405000.0,6033000.0,866000.0,7668000.0,5399000.0,5399000.0,-5822000.0,5399000.0,4405000.0,43130000.0,1.70878,2354000.0,-2086000.0,5399000.0,8534000.0,866000.0,2006
849146,5000.0,-44000.0,175000.0,-9066000.0,-3232000.0,4415000.0,2163000.0,4974000.0,2812000.0,2812000.0,-2735000.0,2812000.0,3237000.0,9760000.0,0.89,7166000.0,-2868000.0,2812000.0,7139000.0,2160000.0,2007
849146,3000.0,-465000.0,17000.0,-12704000.0,-158000.0,1154000.0,1201000.0,2713000.0,402000.0,402000.0,-3694000.0,402000.0,161000.0,4460000.0,0.12638,5051000.0,-3657000.0,402000.0,3914000.0,1200000.0,2008
849146,391000.0,-9000.0,-77000.0,-14758000.0,-906000.0,1973000.0,1380000.0,3170000.0,900000.0,900000.0,-2054000.0,900000.0,1297000.0,4950000.0,0.25439,3200000.0,-1802000.0,900000.0,4547000.0,1157000.0,2009
849146,1004000.0,1889000.0,-636000.0,-23873000.0,-125000.0,2986000.0,12570000.0,-6854000.0,-9030000.0,-9030000.0,-9115000.0,-9030000.0,1129000.0,14250000.0,-1.17129,4141000.0,-7805000.0,-9030000.0,5717000.0,3734000.0,2010
849146,1257360.0,-1258350.0,246160.0,-37661860.0,-720320.0,3027000.0,22402220.0,-16174990.0,-18220460.0,-18220460.0,-11048330.0,-18220460.0,1977680.0,26390000.0,-2.07415,11478460.0,-7321950.0,-18220460.0,6227220.0,5130890.0,2011
849146,433980.0,28270.0,-1630810.0,-88453610.0,-6286990.0,10275250.0,33306710.0,-20808200.0,-22771480.0,-22771480.0,-50791750.0,-22771480.0,6720970.0,141990000.0,-1.61353,38919220.0,3702200.0,-22771480.0,12498510.0,13380300.0,2012
849146,0.0,2816490.0,-9228130.0,-76961000.0,-24648000.0,38828000.0,16245000.0,28283000.0,26401000.0,26401000.0,12469080.0,26401000.0,24648000.0,247640000.0,1.6774099999999998,126182850.0,21456390.0,26401000.0,44528000.0,16028000.0,2013
849146,0.0,1606000.0,-3356000.0,-76476000.0,-26299000.0,45941000.0,21539000.0,33945000.0,32198000.0,32198000.0,7608000.0,32198000.0,26299000.0,169090000.0,1.92493,208178000.0,12068000.0,32198000.0,55484000.0,20566000.0,2014
849240,103566000.0,-817000.0,-1821000.0,12310000.0,89250000.0,71352000.0,139031000.0,64415000.0,3810000.0,3810000.0,9134000.0,3810000.0,14317000.0,48040000.0,0.4278,182287000.0,32818000.0,3810000.0,203446000.0,31500000.0,2000
849240,106276000.0,-67000.0,121000.0,18491000.0,102284000.0,66203000.0,143131000.0,66489000.0,-2689000.0,-2689000.0,6329000.0,-2689000.0,3993000.0,46490000.0,-0.31484,187638000.0,18564000.0,-2689000.0,209620000.0,32661000.0,2001
849240,103934000.0,-205000.0,-3622000.0,24109000.0,100225000.0,69565000.0,143696000.0,71689000.0,975000.0,975000.0,5770000.0,975000.0,4010000.0,30790000.0,0.11405,202329000.0,19463000.0,975000.0,215385000.0,33089000.0,2002
849240,97819000.0,1896000.0,2552000.0,19623000.0,94736000.0,63847000.0,136631000.0,66437000.0,831000.0,831000.0,-4336000.0,831000.0,3084000.0,19850000.0,0.09716,176888000.0,7178000.0,831000.0,203068000.0,32359000.0,2003
849240,108320000.0,2922000.0,-3110000.0,1228000.0,106619000.0,75810000.0,148046000.0,44834000.0,1637000.0,1637000.0,-18245000.0,1637000.0,1702000.0,31230000.0,0.19128,185912000.0,12955000.0,1637000.0,192880000.0,66755000.0,2004
849240,94976000.0,4494000.0,-1656000.0,-4344000.0,91612000.0,83467000.0,151844000.0,41705000.0,-695000.0,-695000.0,-5422000.0,-695000.0,3365000.0,74440000.0,-0.08092,202551000.0,10918000.0,-695000.0,193549000.0,69939000.0,2005
849240,113021000.0,1052000.0,-5554000.0,-3353000.0,106237000.0,100894000.0,175839000.0,45027000.0,3361000.0,3361000.0,1141000.0,3361000.0,6785000.0,130890000.0,0.38271,162559000.0,10965000.0,3361000.0,220866000.0,49747000.0,2006
849240,116707000.0,5882000.0,-4680000.0,-4845000.0,109947000.0,105200000.0,185283000.0,40716000.0,27871000.0,27871000.0,-1344000.0,27871000.0,6761000.0,107810000.0,3.11908,181858000.0,2447000.0,27871000.0,225999000.0,53427000.0,2007
849240,111160000.0,-287000.0,-894000.0,-2026000.0,104984000.0,172963000.0,182525000.0,46729000.0,38844000.0,38844000.0,2969000.0,38844000.0,6177000.0,160630000.0,4.307919999999998,199915000.0,15390000.0,38844000.0,229254000.0,57194000.0,2008
849240,87149000.0,7308000.0,-1253000.0,15092000.0,6159000.0,166826000.0,152580000.0,67324000.0,60166000.0,60166000.0,17268000.0,60166000.0,80991000.0,149070000.0,6.709739999999999,215879000.0,19471000.0,60166000.0,219904000.0,53558000.0,2009
849240,87090000.0,-473000.0,-5255000.0,35784000.0,-6203000.0,179175000.0,162601000.0,77391000.0,70822000.0,70822000.0,20842000.0,70822000.0,93294000.0,141980000.0,8.01478,269648000.0,39182000.0,70822000.0,239992000.0,53217000.0,2010
849240,77090000.0,-12834000.0,13957000.0,42011000.0,-6045000.0,145200000.0,127022000.0,77470000.0,71454000.0,71454000.0,6377000.0,71454000.0,83136000.0,387800000.0,8.95443,172402000.0,16684000.0,71454000.0,204492000.0,31894000.0,2011
849240,77090000.0,-12834000.0,13957000.0,42011000.0,-6045000.0,145200000.0,127022000.0,77470000.0,71454000.0,71454000.0,6377000.0,71454000.0,83136000.0,387800000.0,8.95443,172402000.0,16684000.0,71454000.0,204492000.0,31894000.0,2012
849240,77090000.0,-12834000.0,13957000.0,42011000.0,-6045000.0,145200000.0,127022000.0,77470000.0,71454000.0,71454000.0,6377000.0,71454000.0,83136000.0,387800000.0,8.95443,172402000.0,16684000.0,71454000.0,204492000.0,31894000.0,2013
849240,77090000.0,-12834000.0,13957000.0,42011000.0,-6045000.0,145200000.0,127022000.0,77470000.0,71454000.0,71454000.0,6377000.0,71454000.0,83136000.0,387800000.0,8.95443,172402000.0,16684000.0,71454000.0,204492000.0,31894000.0,2014
849240,77090000.0,-12834000.0,13957000.0,42011000.0,-6045000.0,145200000.0,127022000.0,77470000.0,71454000.0,71454000.0,6377000.0,71454000.0,83136000.0,387800000.0,8.95443,172402000.0,16684000.0,71454000.0,204492000.0,31894000.0,2015
849240,77090000.0,-12834000.0,13957000.0,42011000.0,-6045000.0,145200000.0,127022000.0,77470000.0,71454000.0,71454000.0,6377000.0,71454000.0,83136000.0,387800000.0,8.95443,172402000.0,16684000.0,71454000.0,204492000.0,31894000.0,2016
849240,77090000.0,-12834000.0,13957000.0,42011000.0,-6045000.0,145200000.0,127022000.0,77470000.0,71454000.0,71454000.0,6377000.0,71454000.0,83136000.0,387800000.0,8.95443,172402000.0,16684000.0,71454000.0,204492000.0,31894000.0,2017
849399,0.0,869000.0,-2997000.0,48100000.0,-192755000.0,310944000.0,218363000.0,345113000.0,233680000.0,233680000.0,50201000.0,233680000.0,192755000.0,3306880000.0,0.51361,592628000.0,27841000.0,233680000.0,563476000.0,216908000.0,2000
849399,0.0,-1463000.0,-150000.0,210099000.0,-431550000.0,545537000.0,228070000.0,617957000.0,500915000.0,500915000.0,170148000.0,500915000.0,431550000.0,2525190000.0,1.03823,745725000.0,135203000.0,500915000.0,846027000.0,226517000.0,2001
849399,0.0,14556000.0,-390000.0,245873000.0,-557027000.0,781901000.0,415080000.0,1376501000.0,558664000.0,558664000.0,63936000.0,558664000.0,557027000.0,4621670000.0,0.96982,853554000.0,109600000.0,558664000.0,1791581000.0,412717000.0,2002
849399,600000000.0,4414000.0,-1638000.0,177652000.0,-775051000.0,1562819000.0,1182729000.0,1319876000.0,728789000.0,728789000.0,-28151000.0,728789000.0,1375051000.0,5876700000.0,1.26915,1071438000.0,8041000.0,728789000.0,2502605000.0,574775000.0,2003
849399,599998000.0,-14304000.0,2223000.0,397742000.0,-1105660000.0,1988146000.0,1501351000.0,1764379000.0,857805000.0,857805000.0,248438000.0,857805000.0,1705658000.0,10628200000.0,1.44135,1406946000.0,341512000.0,857805000.0,3265730000.0,835373000.0,2004
849399,599987000.0,-7846000.0,-8303000.0,724139000.0,-1810344000.0,2842134000.0,2030290000.0,2426208000.0,1214540000.0,1214540000.0,370619000.0,1214540000.0,2410331000.0,16615720000.0,1.94729,1870129000.0,513585000.0,1214540000.0,4456498000.0,1287040000.0,2005
849399,0.0,-960000.0,-3621000.0,1114533000.0,-3206587000.0,3688282000.0,1908768000.0,3705453000.0,2181882000.0,2181882000.0,536159000.0,2181882000.0,3206587000.0,18925830000.0,3.07082,2582849000.0,819266000.0,2181882000.0,5614221000.0,1701023000.0,2006
849399,512800000.0,40168000.0,-29828000.0,1128157000.0,-2353002000.0,3907932000.0,4244712000.0,13668471000.0,658042000.0,658042000.0,156852000.0,658042000.0,2865802000.0,19557660000.0,0.6321899999999999,4143392000.0,273965000.0,658042000.0,17913183000.0,3477567000.0,2007
849399,2100000000.0,-25623000.0,10324000.0,1348442000.0,-868167000.0,4071047000.0,6149357000.0,11601513000.0,-894351000.0,-894351000.0,404380000.0,-894351000.0,2968167000.0,13997860000.0,-0.99437,5199366000.0,519742000.0,-894351000.0,17750870000.0,3318089000.0,2008
849399,2300000000.0,1000000.0,11000000.0,1665914000.0,-126953000.0,3729918000.0,7118911000.0,10973183000.0,-2126648000.0,-2126648000.0,410000000.0,-2126648000.0,2426953000.0,11344630000.0,-2.53357,5874000000.0,602000000.0,-2126648000.0,18092094000.0,3799586000.0,2009
849399,1766000000.0,-49000000.0,6000000.0,-5336000000.0,-226000000.0,3297000000.0,6491000000.0,4147000000.0,-2053000000.0,-2053000000.0,-6786000000.0,-2053000000.0,1992000000.0,14500920000.0,-2.51285,6150000000.0,-6470000000.0,-2053000000.0,10638000000.0,3513000000.0,2010
849399,1871000000.0,4000000.0,3000000.0,-4609000000.0,-1173000000.0,4351000000.0,6684000000.0,4548000000.0,-1236000000.0,-1236000000.0,714000000.0,-1236000000.0,3044000000.0,13320510000.0,-1.54887,5985000000.0,933000000.0,-1236000000.0,11232000000.0,3771000000.0,2011
849399,2583000000.0,2000000.0,-4000000.0,-4012000000.0,-298000000.0,4486000000.0,8191000000.0,4528000000.0,-2477000000.0,-2477000000.0,593000000.0,-2477000000.0,2958000000.0,11536590000.0,-3.26781,6190000000.0,864000000.0,-2477000000.0,12719000000.0,4893000000.0,2012
849399,2039000000.0,30000000.0,2000000.0,-2859000000.0,-1094000000.0,4633000000.0,7926000000.0,5094000000.0,-2069000000.0,-2069000000.0,1187000000.0,-2069000000.0,3211000000.0,13059230000.0,-2.85773,6730000000.0,1630000000.0,-2069000000.0,13020000000.0,4505000000.0,2013
849401,135000.0,66000.0,-109000.0,-5246000.0,83000.0,1319000.0,466000.0,1542000.0,1438000.0,1438000.0,-303000.0,1438000.0,52000.0,470000.0,0.03035,1372000.0,-303000.0,1438000.0,2009000.0,441000.0,2003
849401,135000.0,-52000.0,90000.0,-5900000.0,85000.0,836000.0,396000.0,917000.0,865000.0,865000.0,-654000.0,865000.0,50000.0,18640000.0,0.017169999999999998,1009000.0,-654000.0,865000.0,1314000.0,261000.0,2004
849401,135000.0,-41000.0,25000.0,-6038000.0,45000.0,852000.0,346000.0,801000.0,755000.0,755000.0,-142000.0,755000.0,90000.0,20750000.0,0.01455,1105000.0,-143000.0,755000.0,1147000.0,211000.0,2005
849401,3460000.0,262000.0,-49000.0,-9398000.0,448000.0,3766000.0,5408000.0,-111000.0,-111000.0,-111000.0,-3356000.0,-111000.0,3012000.0,13470000.0,-0.00206,1286000.0,-2469000.0,-111000.0,5298000.0,499000.0,2006
849401,5653000.0,752000.0,59000.0,-16569000.0,4670000.0,1564000.0,9440000.0,-6200000.0,-6200000.0,-6200000.0,-7171000.0,-6200000.0,983000.0,15090000.0,-0.11507,1724000.0,-4982000.0,-6200000.0,3239000.0,1259000.0,2007
849401,185900.0,92420.0,-52020.0,-31557550.0,30750.0,754490.0,426480.0,644020.0,503620.0,503620.0,-605050.0,503620.0,155150.0,1110000.0,0.00884,1198600.0,-608570.0,503620.0,1070500.0,426480.0,2012
849401,181020.0,-35290.0,-73190.0,-31580910.0,-118140.0,1102560.0,715790.0,620660.0,554190.0,554190.0,-23360.0,554190.0,299160.0,850000.0,0.00973,2315960.0,-194590.0,554190.0,1336450.0,715790.0,2013
